101.767	9.2581261447157698E-002	1.5169119981201667E-005
98.5838	9.7058778621853081E-002	2.7144548908880778E-005
101.455	0.10141171840921669	3.8257199101844234E-005
103.999	0.10712575926461604	1.3230586879013838E-005
99.4196	0.11035897801549294	1.0768553711541059E-005
99.4795	0.11559041610874958	1.5957587019697842E-005
100.076	0.12318238984434740	1.9415954663007104E-005
99.6176	0.12503042159470526	6.8446221847951620E-006
101.43	0.13604863433482359	1.8836144934965319E-005
101.62	0.13871166833620546	1.6596955344467551E-005
100.413	0.14510317804644504	1.9171699070593049E-005
100.938	0.14910289533546481	4.1350762583216106E-005
98.4885	0.16264564977399271	6.4359387169124924E-005
98.8346	0.16284343703727963	1.0713694701141755E-005
100.829	0.17300887423578107	4.1145402287799589E-005
