/hdd1/abe/non-trial/md-service/../calculation/n2/100K/moment_of_inertia/0.5\ttmass(kg):  0.4651738E-25	number_density(m^-3):  0.1480522E+29	packing_fraction:  0.4149674E+00	bond_length(m):  0.1090000E-09	sigma(m):  0.3310000E-09	elongation:  0.3293051E+00	moment_of_inertia(kgm^2):  0.6908412E-46	temp0(K):  0.1000000E+03	epsilon(J):  0.5148998E-21
/hdd1/abe/non-trial/md-service/../calculation/n2/100K/moment_of_inertia/0.6\ttmass(kg):  0.4651738E-25	number_density(m^-3):  0.1480522E+29	packing_fraction:  0.4149674E+00	bond_length(m):  0.1090000E-09	sigma(m):  0.3310000E-09	elongation:  0.3293051E+00	moment_of_inertia(kgm^2):  0.8290094E-46	temp0(K):  0.1000000E+03	epsilon(J):  0.5148998E-21
/hdd1/abe/non-trial/md-service/../calculation/n2/100K/moment_of_inertia/0.7\ttmass(kg):  0.4651738E-25	number_density(m^-3):  0.1480522E+29	packing_fraction:  0.4149674E+00	bond_length(m):  0.1090000E-09	sigma(m):  0.3310000E-09	elongation:  0.3293051E+00	moment_of_inertia(kgm^2):  0.9671777E-46	temp0(K):  0.1000000E+03	epsilon(J):  0.5148998E-21
/hdd1/abe/non-trial/md-service/../calculation/n2/100K/moment_of_inertia/0.8\ttmass(kg):  0.4651738E-25	number_density(m^-3):  0.1480522E+29	packing_fraction:  0.4149674E+00	bond_length(m):  0.1090000E-09	sigma(m):  0.3310000E-09	elongation:  0.3293051E+00	moment_of_inertia(kgm^2):  0.1105346E-45	temp0(K):  0.1000000E+03	epsilon(J):  0.5148998E-21
/hdd1/abe/non-trial/md-service/../calculation/n2/100K/moment_of_inertia/0.9\ttmass(kg):  0.4651738E-25	number_density(m^-3):  0.1480522E+29	packing_fraction:  0.4149674E+00	bond_length(m):  0.1090000E-09	sigma(m):  0.3310000E-09	elongation:  0.3293051E+00	moment_of_inertia(kgm^2):  0.1243514E-45	temp0(K):  0.1000000E+03	epsilon(J):  0.5148998E-21
/hdd1/abe/non-trial/md-service/../calculation/n2/100K/moment_of_inertia/1.0\ttmass(kg):  0.4651738E-25	number_density(m^-3):  0.1480522E+29	packing_fraction:  0.4149674E+00	bond_length(m):  0.1090000E-09	sigma(m):  0.3310000E-09	elongation:  0.3293051E+00	moment_of_inertia(kgm^2):  0.1381682E-45	temp0(K):  0.1000000E+03	epsilon(J):  0.5148998E-21
